"x","y","z","color"
84.932,280.123,117.894,5
144.046,406.794,89.281,4
71.102,548.211,27.206,6
53.861,313.284,13.853,3
114.128,305.72,66.324,4
147.864,142.191,17.638,10
151.285,82.303,72.149,10
75.92,302.254,127.227,2
55.228,304.248,106.338,2
117.078,294.684,-76.5,0
96.603,305.383,29.609,8
134.005,294.439,-20.846,8
47.211,209.556,111.421,5
76.863,214.344,135.22,5
78.511,537.008,43.789,6
84.169,304.488,96.475,2
87.424,210.649,88.459,5
134.276,397.806,109.661,4
88.763,375.018,128.986,2
41.921,538.234,-157.09,1
136.647,480.193,47.12,6
76.715,313.227,135.034,2
80.452,282.782,35.857,8
117.321,241.828,132.641,5
80.106,514.661,70.098,6
130.457,483.088,58.628,6
42.704,343.647,110.709,2
142.769,434.607,87.119,4
72.111,312.412,113.482,2
72.575,338.534,151.165,2
37.14,342.554,93.434,3
82.907,492.471,85.544,6
50.883,336.378,-119.88,0
75.361,381.75,114.37,2
28.883,339.258,-160.963,0
77.694,272.362,102.737,5
83.639,526.374,59.738,6
46.451,337.775,-143.376,0
42.771,319,-54.012,0
98.846,275.551,-121.463,0
87.162,427.378,125.203,7
78.545,548.911,35.662,6
114.411,280.264,31.681,8
69.604,231.622,80.612,5
51.769,549.811,-141.052,1
88.286,441.456,119.286,7
50.683,383.19,131.059,2
81.658,513.951,15.342,6
114.058,305.223,62.556,4
49.132,327.932,-165.88,0
52.224,332.69,111.559,2
68.35,295.5,93.774,2
84.085,218.594,70.243,5
116.12,306.545,96.431,4
87.004,479.301,89.482,6
69.218,478.818,95.556,6
112.281,335.535,92.353,4
89.074,208.295,86.649,5
42.563,540.315,-157.125,1
119.822,297.323,-70.861,0
114.438,326.74,41.561,4
57.309,298.87,122.258,5
65.058,260.871,119.235,5
132.536,360.346,66.985,4
131.867,360.462,82.266,4
103.831,318.97,93.01,2
33.283,292.037,85.295,3
47.167,551.459,-133.293,1
77.252,366.897,143.642,2
25.231,314.316,-39.415,0
68.133,446.762,119.838,7
27.883,314.576,89.38,3
120.002,493.192,-150.515,1
113.39,404.732,127.988,2
88.594,312.809,106.032,2
119.935,484.727,-58.868,1
134.757,328.436,71.401,4
75.156,243.819,143.796,5
155.507,100.993,44.038,10
79.089,451.993,97.764,7
97.519,307.578,88.428,2
59.424,307.812,101.082,2
130.417,363.29,23.358,4
46.914,536.62,-93.831,1
48.824,326.147,-81.614,0
96.768,246.77,90.002,5
88.903,256.825,130.329,5
123.343,355.127,12.898,4
45.893,331.809,-158.096,0
32.012,342.26,71.218,3
104.224,478.792,99.2,7
31.067,151.809,27.221,9
82.851,471.769,97.196,6
112.054,363.052,123.278,2
88.92,273.614,-109.228,0
46.911,513.896,-74.628,1
134.808,491.17,55.17,6
91.036,244.21,83.878,5
80.854,329.698,104.454,2
70.19,498.068,77.902,6
82.892,529.398,56.139,6
71.965,376.224,116.211,2
80.078,297.288,15.539,8
21.672,482.465,72.334,6
94.241,255.488,117.796,5
52.262,302.937,120.306,2
120.309,491.266,-43.383,1
62.311,211.424,101.267,5
115.445,309.038,104.346,2
124.777,340.697,53.369,4
123.545,508.904,5.591,6
37.58,319.617,-64.673,0
31.395,522.449,-58.621,1
20.261,145.11,27.112,9
95.3,351.72,128.732,2
24.586,547.992,-169.733,1
60.861,433.476,123.328,7
73.451,488.466,92.85,6
38.674,341.708,98.184,3
99.399,479.626,-163.324,1
121.839,353.813,12.419,4
26.191,299.223,97.058,2
135.325,388.435,99.102,4
120.574,396.665,124.077,2
35.85,366.096,118.731,3
-6.935,65.975,82.237,9
39.059,494.224,51.811,6
84.219,184.261,53.229,5
117.575,492.883,-137.732,1
12.008,481.706,36.826,6
44.544,504.897,-66.434,1
49.741,340.423,111.263,2
41.828,324.918,75.891,3
110.514,204.082,121.223,5
72.679,300.221,7.862,8
159.662,86.558,71.102,10
44.684,329.158,-147.299,0
101.212,229.243,162.331,5
102.972,503.854,-60.382,1
130.92,324.481,68.308,4
97.582,265.224,-160.056,0
63.734,452.504,115.232,7
89.123,266.598,116.259,5
84.567,540.441,41.619,6
137.149,397.026,108.86,4
78.267,304.669,92.984,2
39.949,345.221,-138.18,0
59.957,317.011,97.907,2
106.017,276.39,-130.913,0
60.137,429.687,124.803,7
19.045,331.499,101.755,3
66.776,203.262,75.781,5
86.501,359.692,129.85,2
74.207,530.83,61.621,6
65.328,302.927,129.176,2
114.279,214.89,111.089,5
90.348,319.218,107.281,2
93.449,256.563,129.403,5
-16.251,115.69,34.732,9
113.831,334.572,13.399,8
136.013,143.471,18.351,10
79.22,514.275,69.194,6
114.354,495.899,-6.138,6
103.214,259.984,-157.072,0
122.851,327.124,104.559,4
42.432,314.518,97.711,2
114.199,267.046,-161.57,0
49.31,308.234,-38.393,0
48.847,328.967,-129.166,0
94.722,455.194,114.893,7
101.353,320.584,123.257,2
78.908,300.028,111.779,2
34.93,294.059,70.24,3
48.155,320.187,-168.72,0
32.775,288.76,95.313,2
69.567,304.27,132.625,2
120.259,300.593,80.727,4
116.756,479.532,-165.937,1
69.797,291.381,102.892,5
55.88,316.984,99.486,2
114.604,326.785,50.732,4
55.806,331.904,-137.615,0
57.021,253.696,130.053,5
58.902,379.286,130.673,2
58.635,243.725,94.97,5
70.073,354.97,120.689,2
68.067,528.742,54.405,6
69.108,410.403,123.816,7
11.082,143.669,27.236,9
47.793,319.515,121.649,2
45.159,453.745,108.379,7
69.262,296.854,103.239,5
133.939,370.529,84.681,4
23.64,364.049,86.83,3
72.893,451.381,109.784,7
139.944,154.492,28.813,10
85.276,285.685,93.5,5
37.792,553.11,-152.348,1
111.843,306.491,92.954,4
69.198,274.963,102.206,5
34.341,533.129,-73.681,1
48.461,339.218,-133.461,0
50.374,546.548,-155.82,1
64.984,353.448,127.811,2
118.573,173.933,24.704,5
83.861,271.742,-159.826,0
24.291,297.107,52.547,3
47.637,313.852,-50.033,0
80.177,401.834,116.765,7
74.717,309.827,120.745,2
14.87,380.876,84.835,3
101.383,312.765,17.922,8
88.993,310.367,103.736,2
68.179,306.3,95.829,2
142.475,429.541,95.411,4
66.651,404.34,128.469,2
62.082,330.964,-166.025,0
60.776,254.402,118.993,5
93.785,304.293,82.137,2
69.867,492.98,33.077,6
124.953,446.133,103.285,7
66.71,432.076,122.547,7
99.421,193.768,83.173,5
116.568,302.699,-48.639,8
100.441,270.989,-138.147,0
74.743,520.884,72.949,6
103.694,484.655,-140.16,1
100.986,353.524,127.816,2
51.662,323.282,-78.56,0
100.285,271.524,-136.971,0
132.458,368.273,84.399,4
45.496,365.762,124.663,3
102.164,310.58,81.963,4
68.803,295.846,108.72,5
71.873,389.582,116.688,2
92.851,278.944,-140.088,0
90.666,265.044,-161.662,0
42.224,469.26,92.405,6
51.835,319.722,-86.569,0
158.212,127.774,33.849,10
137.687,135.732,27.345,10
65.131,376.549,128.179,2
101.496,238.298,103.597,5
67.86,300.307,108.43,2
50.366,372.092,127.394,2
60.842,346.302,118.339,2
110.523,246.181,118.373,5
104.751,345.48,117.174,2
64.123,298.183,74.39,2
112.45,269.926,-125.007,0
42.416,334.449,94.021,3
144.297,398.825,63.092,4
63.28,368.319,126.554,2
62.917,304.476,104.802,2
82.247,321.806,115.468,2
24.027,312.822,-30.956,0
107.443,487.344,-120.718,1
68.22,385.256,131.913,2
95.511,194.515,106.99,5
74.177,553.313,-35.082,6
88.966,260.135,-160.377,0
138.465,487.925,48.756,6
47.655,327.342,-165.379,0
77.943,503.936,76.426,6
105.988,247.19,117.431,5
111.153,364.498,122.862,2
163.926,101.612,35.349,10
68.083,290.644,110.214,5
126.896,295.775,-37.114,8
41.177,401.732,127.207,7
71.061,350.718,120.834,2
81.19,299.039,110.9,2
93.947,215.066,105.163,5
53.755,341.775,116.152,2
127.183,286.115,-36.649,8
62.734,220.024,143.93,5
86.485,268.26,-156.01,0
75.127,332.086,143.426,2
31.022,368.248,109.449,3
79.537,346.58,138.681,2
72.426,280.39,112.099,5
75.555,444.183,125.615,7
79.755,427.534,123.779,7
65.335,262.155,116.906,5
61.187,244.836,70.378,5
47.927,537.938,-166.562,1
65.008,199.364,61.319,5
32.564,512.128,24.724,6
56.266,308.224,78.862,2
81.668,232.929,104.122,5
92.671,265.712,-133.239,0
67.426,460.891,96.784,7
115.328,405.13,127.092,2
75.656,377.336,138.974,2
145.66,405.69,69.391,4
31.44,551.651,-155.688,1
67.715,441.71,122.131,7
115.243,504.762,-12.113,6
69.561,237.789,79.385,5
68.443,256.625,117.479,5
87.411,271.701,-126.816,0
129.712,333.702,110.982,4
39.905,318.756,52.43,3
74.36,187.553,52.929,5
116.777,502.009,-52.528,1
74.077,440.721,123.87,7
89.358,297.502,104.196,2
112.917,485.096,-125.876,1
94.206,489.724,71.35,6
119.962,300.876,13.71,8
54.266,547.26,-161.082,1
70.04,297.895,108.275,2
77.424,372.172,143.782,2
16.718,380.86,39.371,3
81.638,206.879,84.715,5
115.292,484.072,-140.122,1
59.435,315.03,110.922,2
21.386,407.102,112.165,7
86.911,244.205,143.218,5
81.747,207.979,86.007,5
68.989,383.833,126.988,2
41.446,526.692,-59.715,1
56.913,302.47,38.133,3
83.33,469.811,94.624,6
107.297,384.305,129.281,2
1.713,64.245,88.281,9
122.818,476.121,-166.94,1
72.633,249.698,144.576,5
61.692,227.237,136.245,5
88.856,263.706,110.485,5
52.323,323.456,10.078,3
38.115,342.164,96.016,3
121.604,492.081,-148.183,1
41.824,363.071,122.04,3
21.86,69.459,101.487,9
100.166,490.881,64.771,6
69.692,399.909,118.12,2
125.836,404.955,119.818,2
29.871,340.454,-160.18,0
37.041,541.553,-151.402,1
123.857,294.295,87.519,4
36.518,330.828,24.179,3
119.154,478.139,-63.694,1
80.337,461.454,94.253,6
85.534,289.631,97.632,5
74.825,247.712,116.628,5
40.765,426.841,120.443,7
122.447,357.804,110.572,2
116.416,272.387,-114.718,0
28.063,332.282,-166.907,0
9.7,403.935,60.854,7
29.703,363.057,100.966,3
51.389,339.465,-129.075,0
110.854,303.321,42.465,8
79.043,346.832,147.661,2
85.232,203.072,133.213,5
57.9,249.35,99.012,5
30.042,343.734,42.14,3
63.192,320.772,97.869,2
29.768,293.914,10.228,3
39.921,326.93,82.06,3
84.505,311.167,107.593,2
56.887,330.756,112.511,2
40.378,339.176,-140.047,0
84.879,493.438,85.187,6
54.646,181.353,32.105,5
116.259,313.016,70.645,4
79.499,304.317,114.595,2
25.686,65.711,108.988,9
57.394,196.319,106.353,5
50.821,381.925,128.271,2
42.812,325.471,-164.759,0
129.52,349.294,67.909,4
25.612,457.347,87.53,7
46.854,296.843,119.812,2
46.999,549.789,-136.396,1
71.892,234.378,88.152,5
82.785,538.61,45.266,6
55.095,299.363,121.861,2
110.559,479.872,-161.04,1
93.931,343.636,121.241,2
85.983,391.956,128.11,2
77.994,418.167,131.031,7
90.545,312.62,5.053,8
88.554,243.117,162.358,5
109.404,315.622,39.483,8
69.31,261.118,123.959,5
25.321,354.551,44.041,3
47.735,317.882,17.437,3
99.828,247.456,100.715,5
123.35,316.303,64.607,4
27.044,544.979,-169.251,1
92.007,314.82,108.627,2
73.453,501.179,86.413,6
63.674,242.961,87.892,5
78.401,553.442,22.208,6
39.506,297.598,82.393,3
62.303,292.685,124.047,5
133.078,330.737,95.442,4
51.213,242.163,119.551,5
34.161,510.446,33.769,6
62.451,327.707,-162.294,0
43.766,391.504,128.219,7
114.565,501.147,45.467,6
99.655,203.994,100.031,5
113.551,285.564,24.686,8
88.752,274.742,113.079,5
88.557,307.524,96.917,2
129.488,370.63,96.421,4
122.79,492.432,-146.991,1
102.782,206.369,98.325,5
99.653,446.522,117.203,7
99.597,330.994,109.021,2
18.134,62.571,106.557,9
96.356,324.138,133.028,2
127.004,306.598,52.949,8
96.197,275.257,-142.813,0
57.207,252.833,143.012,5
11,398.7,86.079,3
128.227,352.041,31.328,4
73.612,230.968,81.972,5
25.55,354.534,56.455,3
126.21,478.059,84.597,7
71.91,310.083,1.964,8
79.411,356.654,146.816,2
67.631,457.01,102.659,7
79.919,435.648,117.184,7
78.601,285.504,119.62,5
102.766,362.573,127.925,2
68.686,191.845,49.472,5
67.116,405.219,131.647,2
112.164,323.378,100.44,2
46.964,540.012,-165.735,1
20.653,364.03,70.544,3
22.046,359.889,56.118,3
59.265,429.025,124.677,7
31.564,310.736,39.671,3
122.943,507.091,-10.834,6
42.729,506.853,24.767,6
79.231,542.718,46.735,6
159.105,128.709,32.218,10
22.44,360.652,49.954,3
61.29,245.589,158.833,5
71.722,424.008,117.11,7
85.936,265.186,-160.65,0
69.53,365.017,119.884,2
89.615,268.119,-120.347,0
110.464,250.745,147.937,5
95.317,273.322,-144.56,0
83.038,490.559,101.233,6
65.667,496.365,92.72,6
72.524,337.758,122.831,2
41.499,507.094,24.832,6
77.912,241.836,97.908,5
27.298,449.611,98.359,7
76.831,425.42,128.355,7
101.003,491.247,39.983,6
59.396,387.441,130.104,2
112.927,287.528,-88.647,0
78.802,490.207,33.488,6
15.88,438.716,84.789,7
109.998,250.061,-167.228,0
104.063,233.068,162.448,5
115.514,490.324,-141.182,1
70.906,282.703,110.441,5
43.864,509.521,-1.35,6
121.351,490.784,-157.455,1
106.387,289.962,-49.652,8
112.768,476.574,-156.229,1
100.186,314.488,134.092,2
152.48,76.169,66.147,10
31.408,337.2,-153.308,0
117.531,238.246,138.762,5
32.039,554.052,-150.014,1
114.084,301.002,-51.92,8
56.509,305.781,95.6,2
92.206,225.18,116.163,5
27.752,337.985,61.819,3
73.407,282.675,118.514,5
97.407,303.5,32.959,8
119.444,365.398,110.725,2
50.295,326.584,-116.474,0
80.893,400.297,129.887,2
114.002,281.88,-93.664,0
42.096,530.721,-80.154,1
59.398,315.534,126.71,2
76.244,337.717,124.958,2
110.929,264.391,-145.928,0
67.161,324.342,104.429,2
110.065,330.48,130.333,2
77.938,295.481,123.247,2
72.687,374.268,122.538,2
37.303,326.086,67.676,3
75.744,468.414,105.866,7
89.588,446.097,118.662,7
68.582,323.037,101.564,2
69.163,408.604,124.554,7
81.801,459.719,97.668,7
126.444,485.844,-167.549,1
26.039,351.258,40.26,3
70.043,372.708,124.536,2
17.263,331.051,86.612,3
105.213,218.869,132.17,5
109.128,484.979,-156.464,1
106.981,326.455,97.72,2
115.217,485.525,-90.92,1
69.262,439.152,109.408,7
142.643,389.362,74.801,4
80.389,407.388,127.472,2
76.662,336.795,103.288,2
120.133,504.326,-79.787,1
44.34,404.455,130.405,7
109.596,269.01,-157.867,0
125.092,485.465,82.631,7
118.991,496.143,-156.893,1
41.78,313.726,99.883,2
59.527,287.932,117.683,5
106.694,328.612,8.512,8
89.251,295.936,68.39,2
70.221,552.187,9.777,6
45.403,394.706,129.94,7
94.942,430.942,125.583,7
33.653,345.743,82.221,3
108,314.13,30.327,8
40.887,303.475,55.562,3
86.028,183.241,61.693,5
36.809,548.926,-138.16,1
146.325,485.738,58.095,6
45.641,476.188,93.296,6
78.423,549.268,16.596,6
90.328,446.46,118.166,7
126.611,343.408,51.8,4
44.994,236.224,129.25,5
81.88,447.958,104.841,7
35.345,350.724,13.978,3
97.612,265.767,-125.796,0
-19.225,79.996,68.872,9
155.789,90.492,52.763,10
68.2,201.507,125.758,5
39.176,293.021,52.834,3
12.798,388.926,70.142,7
40.416,314.858,-51.536,0
76.124,366.704,142.632,2
28.893,343.566,66.59,3
5.69,131.251,15.328,9
73.056,422.914,113.316,7
79.186,213.223,58.417,5
70.27,465.494,107.705,7
109.941,485.037,-78.155,1
80.11,270.294,118.135,5
94.411,269.465,116.889,5
55.992,432.256,126.625,7
80.51,412.59,120.7,7
101.588,254.029,120.396,5
120.075,498.883,-109.592,1
87.524,239.181,93.409,5
75.207,556.999,-3.569,6
79.05,308.062,12.171,8
40.421,305.969,69.682,3
120.331,364.946,109.874,2
83.733,442.455,121.841,7
57.148,237.271,79.973,5
98.401,303.855,36.668,8
140.537,378.254,61.043,4
111.952,449.645,108.664,7
90.763,186.467,51.644,5
32.276,550.586,-148.344,1
82.303,299.014,104.493,2
122.351,502.272,36.85,6
79.911,493.228,98.818,6
89.548,387.047,127.171,2
88.092,340.006,116.64,2
118.01,296.016,-42.745,8
87.778,272.595,-160.577,0
83.953,355.359,124.146,2
79.862,546.363,27.577,6
76.14,431.277,128.807,7
83.994,379.572,133.677,2
82.198,384.802,132.326,2
86.181,320.17,99.351,2
73.941,402.78,132.147,2
100.038,231.325,75.204,5
45.948,509.152,-76.688,1
62.61,220.209,132.253,5
112.995,272.169,-147.091,0
128.241,436.28,107.81,7
78.527,242.954,153.65,5
103.712,476.161,101.928,7
81.043,388.616,121.274,2
75.179,556.293,-0.121,6
112.452,489.386,53.8,6
84.531,302.811,94.099,2
108.079,487.545,-69.883,1
101.492,350.82,125.6,2
123.425,384.842,118.366,2
82.992,292.082,113.441,2
79.908,342.961,133.429,2
108.716,322.214,19.162,8
130.8,359.477,21.66,4
11.362,413.08,73.867,7
48.284,339.858,113.31,2
57.867,337.499,113.102,2
20.581,360.53,44.461,3
89.851,217.998,125.386,5
68.365,292.244,61.527,3
34.333,342.219,-151.805,0
128.584,352.026,72.311,4
121.143,495.491,-136.419,1
113.887,299.57,-4.005,8
79.056,243.578,110.66,5
113.106,290.683,59.179,8
63.735,314.463,101.71,2
68.834,324.201,111.929,2
46.228,537.966,-158.005,1
113.477,270.076,-123.634,0
122.445,292.034,77.351,4
90.839,278.701,-142.509,0
77.395,310.072,114.341,2
116.494,317.981,93.09,4
84.698,546.511,26.065,6
108.348,304.113,-36.39,8
129.148,505.004,30.918,6
72.61,474.763,99.066,6
66.463,370.331,132.722,2
119.688,501.518,-64.893,1
61.202,325.538,-169.115,0
74.775,449.306,120.033,7
125.079,344.231,44.38,4
111.668,489.25,-157.513,1
47.363,544.219,-143,1
76.515,191.603,93.423,5
100.37,337.576,114.239,2
75.293,533.812,59.449,6
30.449,333.764,-50.913,0
79.994,345.458,108.487,2
69.737,386.157,125.473,2
39.39,539.052,-104.976,1
80.559,246.408,108.979,5
135.785,416.451,108.87,7
140.43,378.12,64.829,4
30.453,337.328,35.733,3
89.536,328.561,107.557,2
76.074,552.896,26.625,6
83.685,495.5,94.377,6
101.313,264.863,-129.213,0
49.01,317.752,106.505,2
26.072,354.529,63.157,3
87.826,514.682,68.98,6
50.895,310.445,57.549,3
74.592,303.228,93.25,2
78.431,484.158,82.918,6
78.695,244.003,159.026,5
76.33,301.507,119.588,2
115.647,499.241,43.538,6
9.397,468.729,37.297,6
140.843,386.238,83.268,4
50.913,334.732,8.108,3
109.561,290.295,-78.978,0
82.81,349.372,123.528,2
72.323,516.665,67.053,6
30.741,415.573,118.677,7
83.446,355.3,129.85,2
23.671,316.745,-25.059,0
32.893,508.041,-13.396,6
17.871,441.841,87.774,7
36.833,444.178,109.33,7
75.154,244.009,145.819,5
95.251,524.655,34.843,6
47.37,543.728,-138.586,1
29.175,362.285,93.795,3
107.375,282.295,-71.328,0
125.517,344.153,42.924,4
101.549,271.907,-141.825,0
52.124,330.176,109.003,2
29.339,449.553,98.674,7
38.438,65.409,101.828,9
77.242,340.186,143.802,2
81.454,380.461,122.183,2
69.663,215.197,125.128,5
93.473,496.865,47.215,6
137.671,371.115,62.671,4
45.88,540.35,-108.968,1
113.536,241.869,124.075,5
112.875,291.284,-55.033,8
109.55,474.077,-157.441,1
76.657,233.608,90.466,5
97.099,399.497,131.692,2
55.304,340.821,118.414,2
78.775,196.042,65.578,5
118.631,281.532,-51.406,8
69.776,316.252,99.988,2
-20.607,103.179,45.246,9
3.106,142.582,18.315,9
39.337,294.11,70.499,3
59.241,342.854,-151.344,0
48.415,327.4,-143.532,0
71.562,212.631,79.323,5
109.292,493.411,-129.426,1
61.33,337.728,-145.229,0
29.868,407.088,122.262,7
80.973,431.529,126.629,7
35.086,554.354,-137.308,1
38.876,507.864,-35.308,6
61.513,213.359,114.69,5
102.579,311.541,73.177,4
44.313,557.26,-145.065,1
115.516,482.261,-149.475,1
110.589,181.411,30.723,5
108.118,422.195,124.722,7
144.487,420.345,92.356,4
94.352,224.134,95.88,5
118.684,178.482,36.858,5
-2.268,77.799,82.301,9
46.866,310.31,99.045,2
46.905,231.84,141.888,5
33.089,547.134,-112.957,1
51.662,552.278,-140.276,1
115.025,482.069,-144.106,1
85.118,546.451,26.44,6
85.192,284.473,103.198,5
77.593,189.714,82.627,5
80.994,446.91,103.655,7
87.061,188.599,86.364,5
33.786,512.111,30.484,6
39.814,521.567,-67.399,1
77.258,245.174,138.415,5
73.8,231.818,82.504,5
71.628,506.066,78.572,6
125.1,416.233,119.945,7
85.749,229.558,77.425,5
36.794,462.402,89.481,6
69.943,519.974,30.768,6
62.044,313.544,95.754,2
85.304,314.002,104.218,2
102.957,489.667,-73.124,1
43.772,362.484,123.015,3
111.432,268.068,-141.42,0
65.54,299.677,105.335,2
38.973,522.809,-91.856,1
59.742,205.576,101.703,5
34.103,293.724,96.151,2
39.081,549.339,-151.244,1
77.613,350.072,138.832,2
148.739,145.844,25.297,10
112.126,497.181,-15.295,1
13.707,393.185,50.045,3
68.57,337.369,110.487,2
109.038,344.764,4.802,8
51.954,399.512,132.081,7
76.804,333.132,149.551,2
41.854,373.444,127.523,3
21.835,329.277,106.067,3
48.65,449.638,113.505,7
118.412,304.425,88.896,4
32.29,516.437,-71.378,1
86.492,484.19,81.3,6
69.591,401.521,131.279,2
111.274,242.654,113.911,5
121.961,329.749,120.092,2
80.471,527.166,57.951,6
5.86,66.325,86.163,9
69.147,237.593,95.645,5
69.211,432.555,121.889,7
34.017,545.622,-108.326,1
103.465,320.199,110.189,2
26.359,361.053,86.18,3
105.877,244.142,116.501,5
87.374,239.609,71.302,5
123.962,341.049,51.421,4
126.554,284.275,49.502,8
111.73,283.148,32.555,8
28.285,538.984,-168.423,1
-20.454,86.837,51.126,9
87.79,368.456,126.901,2
112.901,270.976,-125.497,0
45.573,550.914,-147.791,1
84.794,187.861,50.94,5
32.189,556.059,-138.46,1
35.05,321.064,-168.726,0
108.985,201.88,107.801,5
-9.439,122.508,21.754,9
109.364,275.12,-139.404,0
55.849,342.535,-141.428,0
65.181,261.494,114.517,5
80.239,362.927,114.236,2
129.035,407.268,119.348,7
112.501,320.163,76.478,4
43.172,466.779,95.802,6
87.034,361.753,128.5,2
47.213,232.354,151.012,5
21.357,378.539,106.214,3
39.38,394.146,128.84,7
69.909,195.887,119.387,5
83.277,376.459,128.808,2
62.135,213.448,104.43,5
70.187,284.296,114.863,5
99.545,430.016,124.496,7
98.856,222.87,147.586,5
86.894,382.311,127.382,2
58.635,186.735,71.362,5
17.763,380.126,98.068,3
106.715,333.064,95.61,4
81.557,441.764,110.737,7
69.493,433.799,111.386,7
14.355,395.693,98.579,3
39.528,517.362,-24.837,6
133.804,378.488,96.662,4
70.281,313.315,99.888,2
67.655,307.806,95.25,2
78.205,364.384,141.541,2
90.645,289,99.275,2
122.041,284.353,-53.389,8
75.724,271.772,123.16,5
19.423,438.816,93.604,7
85.622,231.081,76.201,5
92.843,379.34,134.27,2
129.944,482.798,69.792,6
70.644,428.966,116.737,7
36.892,318.319,-60.72,0
77.512,385.348,131.581,2
71.722,511.081,79.363,6
31.777,415.028,119.531,7
91.697,185.316,52.788,5
60.129,255.142,134.747,5
92.881,264.386,-144.518,0
34.568,341.252,-138.878,0
73.987,466.675,109.524,7
13.891,409.744,90.018,7
66.677,303.571,106.492,2
113.146,225.372,108.496,5
38.361,344.609,97.476,3
89.469,261.195,-164.207,0
35.138,532.563,-169.583,1
41.732,555.512,-137.725,1
46.996,322.313,-71.578,0
37.163,333.418,-108.067,0
75.549,367.182,138.17,2
106.978,480.693,-148.231,1
112.151,316.243,103.058,2
141.616,383.176,51.249,4
156.591,92.785,59.107,10
102.431,321.876,112.446,2
41.245,383.554,125.155,3
114.726,339.022,11.702,8
40.804,481.6,74.757,6
71.388,311.316,112.49,2
38.941,295.838,89.315,2
93.196,386.42,130.113,2
96.107,429.897,124.682,7
87.53,527.228,32.504,6
42.558,292.802,47.148,3
30.975,340.849,57.086,3
48.019,328.252,-138.433,0
52.415,201.859,108.883,5
89.12,319.586,109.807,2
89.751,401.309,131.699,2
123.073,301.073,89.22,4
75.563,313.997,116.872,2
86.589,279.091,105.962,5
164.432,117.363,29.563,10
11.23,409.723,68.375,7
75.83,553.329,-31.043,6
130.471,333.782,110.669,4
68.09,372.702,131.603,2
78.812,202.637,78.091,5
105.826,248.201,118.141,5
71.653,510.662,73.828,6
114.398,500.029,-68.592,1
70.396,399.893,121.189,2
66.546,397.774,133.445,2
32.772,334.975,85.084,3
-5.142,65.579,88.424,9
63.037,482.864,98.529,6
38.136,332.354,21.548,3
30.703,334.362,-158.603,0
37.219,534.487,-93.635,1
109.082,372.544,125.871,2
74.103,434.558,124.836,7
22.029,62.148,106.988,9
19.27,331.187,103.271,3
33.077,524.704,-87.988,1
78.255,545.154,43.301,6
113.767,327.524,68.975,4
57.995,341.41,-133.186,0
73.187,276.785,116.157,5
127.342,317.351,78.498,4
96.006,302.621,28.113,8
117.541,238.863,149.533,5
28.529,299.157,-3.359,3
24.863,62.703,108.155,9
82.809,279.321,119.274,5
46.457,330.136,-129.261,0
129.601,425.227,112.19,7
138.445,408.244,104.85,4
140.244,379.821,54.516,4
81.389,273.121,127.065,5
131.806,289.5,51.25,8
109.166,294.221,60.921,8
-13.419,70.468,75.792,9
76.275,274.481,128.695,5
16.904,293.574,52.626,3
76.319,219.185,55.706,5
71.431,322.687,101.426,2
70.839,319.174,113.314,2
47.459,470.189,101.681,6
63.448,339.779,-157.247,0
41.444,321.544,-39.297,0
109.771,317.481,33.262,8
127.439,302.219,-53.703,8
87.691,230.109,169.597,5
115.988,348.795,107.891,2
96.285,238.318,111.033,5
76.54,541.495,52.673,6
110.101,290.89,45.891,8
69.08,491.366,85.645,6
44.38,510.706,-78.119,1
75.433,525.731,56.829,6
88.332,312.302,96.37,2
75.529,363.865,111.835,2
29.183,312.742,64.442,3
91.902,538.431,33.13,6
65.691,409.862,125.449,7
112.743,231.984,108.829,5
90.999,224.206,152.549,5
53.11,410.892,132.569,7
64.224,337.37,121.224,2
40.202,305.981,62.74,3
55.715,321.317,101.25,2
56.863,340.202,-144.869,0
142.968,430.91,92.816,4
68.763,400.3,130.856,2
34.928,323.044,-41.112,0
45.92,349.278,118.083,2
139.837,408.349,102.163,4
74.767,532.183,61.703,6
143.503,395.488,89.92,4
133.514,378.57,99.775,4
82.844,278.191,127.022,5
24.798,364.887,84.333,3
10.907,413.015,78.202,7
70.868,367.78,121.93,2
24.356,303.397,40.476,3
120.475,300.723,64.262,4
88.409,280.752,98.818,5
38.511,567.068,-137.912,1
99.633,498.652,39.185,6
67.302,284,103.708,5
42.413,346.515,7.875,3
85.397,361.876,126.9,2
76.89,385.584,147.05,2
124.527,307.466,109.53,2
79.803,286.713,95.971,5
48.336,296.529,94.47,2
123.669,296.387,-49.655,8
88.351,324.157,108.23,2
138.414,379.312,79.435,4
129.463,352.679,34.176,4
114.289,334,95.035,4
82.81,460.792,110.779,7
61.948,302.173,101.655,2
71.603,424.269,112.032,7
115.662,288.347,-1.778,8
50.378,458.839,105.756,7
120.64,305.402,30.727,8
56.524,346.854,122.298,2
141.438,398.277,98.955,4
67.452,448.151,115.356,7
119.343,487.994,-155.442,1
84.728,230.831,87.116,5
68.474,388.911,129.586,2
21.783,480.174,41.478,6
106.62,476.315,-156.854,1
9.972,403.596,59.746,7
77.344,282.815,35.86,8
79.623,224.404,123.314,5
44.688,318.247,34.4,3
87.113,234.659,171.555,5
95.959,338.122,-0.817,8
68.492,391.736,132.293,2
61.998,226.967,142.849,5
89.583,282.01,102.545,5
98.223,272.093,-97.659,0
100.562,233.484,84.505,5
81.354,447.626,115.417,7
